movement	-	415	B
disorders	-	424	I
.	-	433	O

Acute	6436733	0	O
changes	-	6	O
of	-	14	O
blood	-	17	O
ammonia	-	23	O
may	-	31	O
predict	-	35	O
short	-	43	O
-	-	48	O
term	-	49	O
adverse	-	54	O
effects	-	62	O
of	-	70	O
valproic	-	73	O
acid	-	82	O
.	-	86	O

Valproic	6436733	88	O
acid	-	97	O
(	-	102	O
VPA	-	103	O
)	-	106	O
was	-	108	O
given	-	112	O
to	-	118	O
24	-	121	O
epileptic	-	124	B
patients	-	134	O
who	-	143	O
were	-	147	O
already	-	152	O
being	-	160	O
treated	-	166	O
with	-	174	O
other	-	179	O
antiepileptic	-	185	O
drugs	-	199	O
.	-	204	O

A	6436733	206	O
standardized	-	208	O
loading	-	221	O
dose	-	229	O
of	-	234	O
VPA	-	237	O
was	-	241	O
administered	-	245	O
,	-	257	O
and	-	259	O
venous	-	263	O
blood	-	270	O
was	-	276	O
sampled	-	280	O
at	-	288	O
0	-	291	O
,	-	292	O
1	-	294	O
,	-	295	O
2	-	297	O
,	-	298	O
3	-	300	O
,	-	301	O
and	-	303	O
4	-	307	O
hours	-	309	O
.	-	314	O

Ammonia	6436733	316	O
(	-	324	O
NH3	-	325	O
)	-	328	O
was	-	330	O
higher	-	334	O
in	-	341	O
patients	-	344	O
who	-	353	O
,	-	356	O
during	-	358	O
continuous	-	365	O
therapy	-	376	O
,	-	383	O
complained	-	385	O
of	-	396	O
drowsiness	-	399	B
(	-	410	O
7	-	411	O
patients	-	413	O
)	-	421	O
than	-	423	O
in	-	428	O
those	-	431	O
who	-	437	O
were	-	441	O
symptom	-	446	O
-	-	453	O
free	-	454	O
(	-	459	O
17	-	460	O
patients	-	463	O
)	-	471	O
,	-	472	O
although	-	474	O
VPA	-	483	O
plasma	-	487	O
levels	-	494	O
were	-	501	O
similar	-	506	O
in	-	514	O
both	-	517	O
groups	-	522	O
.	-	528	O

By	6436733	530	O
measuring	-	533	O
VPA	-	543	O
-	-	546	O
induced	-	547	O
changes	-	555	O
of	-	563	O
blood	-	566	O
NH3	-	572	O
content	-	576	O
,	-	583	O
it	-	585	O
may	-	588	O
be	-	592	O
possible	-	595	O
to	-	604	O
identify	-	607	O
patients	-	616	O
at	-	625	O
higher	-	628	O
risk	-	635	O
of	-	640	O
obtundation	-	643	O
when	-	655	O
VPA	-	660	O
is	-	664	O
given	-	667	O
chronically	-	673	O
.	-	684	O

Effects	6293644	0	O
of	-	8	O
calcitonin	-	11	O
on	-	22	O
rat	-	25	O
extrapyramidal	-	29	O
motor	-	44	O
system	-	50	O
:	-	56	O
behavioral	-	58	O
and	-	69	O
biochemical	-	73	O
data	-	85	O
.	-	89	O

The	6293644	91	O
effects	-	95	O
of	-	103	O
i	-	106	O
.	-	107	O
v	-	108	O
.	-	109	O
c	-	110	O
.	-	111	O

injection	6293644	113	O
of	-	123	O
human	-	126	O
and	-	132	O
salmon	-	136	O
calcitonin	-	143	O
on	-	154	O
biochemical	-	157	O
and	-	169	O
behavioral	-	173	O
parameters	-	184	O
related	-	195	O
to	-	203	O
the	-	206	O
extrapyramidal	-	210	O
motor	-	225	O
system	-	231	O
,	-	237	O
were	-	239	O
investigated	-	244	O
in	-	257	O
male	-	260	O
rats	-	265	O
.	-	269	O

Calcitonin	6293644	271	O
injection	-	282	O
resulted	-	292	O
in	-	301	O
a	-	304	O
potentiation	-	306	O
of	-	319	O
haloperidol	-	322	O
-	-	333	O
induced	-	334	O
catalepsy	-	342	B
and	-	352	O
a	-	356	O
partial	-	358	O
prevention	-	366	O
of	-	377	O
apomorphine	-	380	O
-	-	391	O
induced	-	392	O
hyperactivity	-	400	B
.	-	413	O

Moreover	6293644	415	O
calcitonin	-	424	O
induced	-	435	O
a	-	443	O
significant	-	445	O
decrease	-	457	O
in	-	466	O
nigral	-	469	O
GAD	-	476	O
activity	-	480	O
but	-	489	O
no	-	493	O
change	-	496	O
in	-	503	O
striatal	-	506	O
DA	-	515	O
and	-	518	O
DOPAC	-	522	O
concentration	-	528	O
or	-	542	O
GAD	-	545	O
activity	-	549	O
.	-	557	O

The	6293644	559	O
results	-	563	O
are	-	571	O
discussed	-	575	O
in	-	585	O
view	-	588	O
of	-	593	O
a	-	596	O
primary	-	598	O
action	-	606	O
of	-	613	O
calcitonin	-	616	O
on	-	627	O
the	-	630	O
striatonigral	-	634	O
GABAergic	-	648	O
pathway	-	658	O
mediating	-	666	O
the	-	676	O
DA	-	680	O
-	-	682	O
related	-	683	O
behavioral	-	691	O
messages	-	702	O
of	-	711	O
striatal	-	714	O
origin	-	723	O
.	-	729	O

Development	6203632	0	O
of	-	12	O
isoproterenol	-	15	O
-	-	28	O
induced	-	29	O
cardiac	-	37	B
hypertrophy	-	45	I
.	-	56	O

The	6203632	58	O
development	-	62	O
of	-	74	O
cardiac	-	77	B
hypertrophy	-	85	I
was	-	97	O
studied	-	101	O
in	-	109	O
adult	-	112	O
female	-	118	O
Wistar	-	125	O
rats	-	132	O
following	-	137	O
daily	-	147	O
subcutaneous	-	153	O
injections	-	166	O
of	-	177	O
isoproterenol	-	180	O
(	-	194	O
ISO	-	195	O
)	-	198	O
(	-	200	O
0	-	201	O
.	-	202	O
3	-	203	O
mg	-	205	O
/	-	207	O
kg	-	208	O
body	-	211	O
weight	-	216	O
)	-	222	O
.	-	223	O

A	6203632	225	O
time	-	227	O
course	-	232	O
was	-	239	O
established	-	243	O
for	-	255	O
the	-	259	O
change	-	263	O
in	-	270	O
tissue	-	273	O
mass	-	280	O
,	-	284	O
RNA	-	286	O
and	-	290	O
DNA	-	294	O
content	-	298	O
,	-	305	O
as	-	307	O
well	-	310	O
as	-	315	O
hydroxyproline	-	318	O
content	-	333	O
.	-	340	O

Heart	6203632	342	O
weight	-	348	O
increased	-	355	O
44	-	365	O
%	-	367	O
after	-	369	O
8	-	375	O
days	-	377	O
of	-	382	O
treatment	-	385	O
with	-	395	O
a	-	400	O
half	-	402	O
time	-	407	O
of	-	412	O
3	-	415	O
.	-	416	O
4	-	417	O
days	-	419	O
.	-	423	O

Ventricular	6203632	425	O
RNA	-	437	O
content	-	441	O
was	-	449	O
elevated	-	453	O
26	-	462	O
%	-	464	O
after	-	466	O
24	-	472	O
h	-	475	O
of	-	477	O
a	-	480	O
single	-	482	O
injection	-	489	O
and	-	499	O
reached	-	503	O
a	-	511	O
maximal	-	513	O
level	-	521	O
following	-	527	O
8	-	537	O
days	-	539	O
of	-	544	O
therapy	-	547	O
.	-	554	O

The	6203632	556	O
half	-	560	O
time	-	565	O
for	-	570	O
RNA	-	574	O
accumulation	-	578	O
was	-	591	O
2	-	595	O
.	-	596	O
0	-	597	O
days	-	599	O
.	-	603	O

The	6203632	605	O
total	-	609	O
content	-	615	O
of	-	623	O
hydroxyproline	-	626	O
remained	-	641	O
stable	-	650	O
during	-	657	O
the	-	664	O
first	-	668	O
2	-	674	O
days	-	676	O
of	-	681	O
treatment	-	684	O
but	-	694	O
increased	-	698	O
46	-	708	O
%	-	710	O
after	-	712	O
4	-	718	O
days	-	720	O
of	-	725	O
therapy	-	728	O
.	-	735	O

Ventricular	6203632	737	O
DNA	-	749	O
content	-	753	O
was	-	761	O
unchanged	-	765	O
during	-	775	O
the	-	782	O
early	-	786	O
stage	-	792	O
(	-	798	O
1	-	799	O
-	-	800	O
4	-	801	O
days	-	803	O
)	-	807	O
of	-	809	O
hypertrophic	-	812	B
growth	-	825	O
but	-	832	O
increased	-	836	O
to	-	846	O
a	-	849	O
new	-	851	O
steady	-	855	O
-	-	861	O
state	-	862	O
level	-	868	O
19	-	874	O
%	-	876	O
above	-	878	O
the	-	884	O
controls	-	888	O
after	-	897	O
8	-	903	O
days	-	905	O
of	-	910	O
treatment	-	913	O
.	-	922	O

Intraventricular	6203632	924	O
pressures	-	941	O
and	-	951	O
coronary	-	955	O
flow	-	964	O
measures	-	969	O
were	-	978	O
similar	-	983	O
for	-	991	O
control	-	995	O
and	-	1003	O
experimental	-	1007	O
animals	-	1020	O
following	-	1028	O
4	-	1038	O
days	-	1040	O
of	-	1045	O
developed	-	1048	O
hypertrophy	-	1058	B
.	-	1069	O

However	6203632	1071	O
,	-	1078	O
dP	-	1080	O
/	-	1082	O
dt	-	1083	O
in	-	1086	O
the	-	1089	O
ISO	-	1093	O
-	-	1096	O
treated	-	1097	O
hearts	-	1105	O
was	-	1112	O
slightly	-	1116	O
but	-	1125	O
significantly	-	1129	O

(	6203632	1143	O
P	-	1144	O
less	-	1146	O
than	-	1151	O
0	-	1156	O
.	-	1157	O
05	-	1158	O
)	-	1160	O
elevated	-	1162	O
.	-	1170	O

These	6203632	1172	O
data	-	1178	O
indicate	-	1183	O
that	-	1192	O
the	-	1197	O
adaptive	-	1201	O
response	-	1210	O
to	-	1219	O
ISO	-	1222	O
shows	-	1226	O
an	-	1232	O
early	-	1235	O
hypertrophic	-	1241	B
phase	-	1254	O
(	-	1260	O
1	-	1261	O
-	-	1262	O
4	-	1263	O
days	-	1265	O
)	-	1269	O
characterized	-	1271	O
by	-	1285	O
a	-	1288	O
substantial	-	1290	O
increase	-	1302	O
in	-	1311	O
RNA	-	1314	O
content	-	1318	O
and	-	1326	O
cardiac	-	1330	O
mass	-	1338	O
in	-	1343	O
the	-	1346	O
absence	-	1350	O
of	-	1358	O
changes	-	1361	O
in	-	1369	O
DNA	-	1372	O
.	-	1375	O

However	6203632	1377	O
,	-	1384	O
prolonged	-	1386	O
stimulation	-	1396	O
(	-	1408	O
8	-	1409	O
-	-	1410	O
12	-	1411	O
days	-	1414	O
)	-	1418	O
appears	-	1420	O
to	-	1428	O
represent	-	1431	O
a	-	1441	O
complex	-	1443	O
integration	-	1451	O
of	-	1463	O
both	-	1466	O
cellular	-	1471	O
hypertrophy	-	1480	B
and	-	1492	O
hyperplasia	-	1496	B
within	-	1508	O
the	-	1515	O
heart	-	1519	O
.	-	1524	O

Co	3131282	0	O
-	-	2	O
carcinogenic	-	3	B
effect	-	16	O
of	-	23	O
retinyl	-	26	O
acetate	-	34	O
on	-	42	O
forestomach	-	45	B
carcinogenesis	-	57	I
of	-	72	O
male	-	75	O
F344	-	80	O
rats	-	85	O
induced	-	90	O
with	-	98	O
butylated	-	103	O
hydroxyanisole	-	113	O
.	-	127	O

The	3131282	129	O
potential	-	133	O
modifying	-	143	O
effect	-	153	O
of	-	160	O
retinyl	-	163	O
acetate	-	171	O
(	-	179	O
RA	-	180	O
)	-	182	O
on	-	184	O
butylated	-	187	O
hydroxyanisole	-	197	O
(	-	212	O
BHA	-	213	O
)	-	216	O
-	-	217	O
induced	-	218	O
rat	-	226	O
forestomach	-	230	B
tumorigenesis	-	242	I
was	-	256	O
examined	-	260	O
.	-	268	O

Male	3131282	270	O
F344	-	275	O
rats	-	280	O
,	-	284	O
5	-	286	O
weeks	-	288	O
of	-	294	O
age	-	297	O
,	-	300	O
were	-	302	O
maintained	-	307	O
on	-	318	O
diet	-	321	O
containing	-	326	O
1	-	337	O
%	-	338	O
or	-	340	O
2	-	343	O
%	-	344	O
BHA	-	346	O
by	-	350	O
weight	-	353	O
and	-	360	O
simultaneously	-	364	O
on	-	379	O
drinking	-	382	O
water	-	391	O
supplemented	-	397	O
with	-	410	O
RA	-	415	O
at	-	418	O
various	-	421	O
concentrations	-	429	O
(	-	444	O
w	-	445	O
/	-	446	O
v	-	447	O
)	-	448	O
for	-	450	O
52	-	454	O
weeks	-	457	O
.	-	462	O

In	3131282	464	O
groups	-	467	O
given	-	474	O
2	-	480	O
%	-	481	O
BHA	-	483	O
,	-	486	O
although	-	488	O
marked	-	497	O
hyperplastic	-	504	O
changes	-	517	O
of	-	525	O
the	-	528	O
forestomach	-	532	O
epithelium	-	544	O
were	-	555	O
observed	-	560	O
in	-	569	O
all	-	572	O
animals	-	576	O
,	-	583	O
co	-	585	O
-	-	587	O
administration	-	588	O
of	-	603	O
0	-	606	O
.	-	607	O
25	-	608	O
%	-	610	O
RA	-	612	O
significantly	-	615	O
(	-	629	O
P	-	630	O
less	-	632	O
than	-	637	O
0	-	642	O
.	-	643	O
05	-	644	O
)	-	646	O
increased	-	648	O
the	-	658	O
incidence	-	662	O
of	-	672	O
forestomach	-	675	B
tumors	-	687	I
(	-	694	O
squamous	-	695	B
cell	-	704	I
papilloma	-	709	I
and	-	719	O
carcinoma	-	723	B
)	-	732	O
to	-	734	O
60	-	737	O
%	-	739	O
(	-	741	O
9	-	742	O
/	-	743	O
15	-	744	O
,	-	746	O
2	-	748	O
rats	-	750	O
with	-	755	O
carcinoma	-	760	B
)	-	769	O
from	-	771	O
15	-	776	O
%	-	778	O
(	-	780	O
3	-	781	O
/	-	782	O
20	-	783	O
,	-	785	O
one	-	787	O
rat	-	791	O
with	-	795	O
carcinoma	-	800	B
)	-	809	O
in	-	811	O
the	-	814	O
group	-	818	O
given	-	824	O
RA	-	830	O
-	-	832	O
free	-	833	O
water	-	838	O
.	-	843	O

In	3131282	845	O
rats	-	848	O
given	-	853	O
1	-	859	O
%	-	860	O
BHA	-	862	O
,	-	865	O
RA	-	867	O
co	-	870	O
-	-	872	O
administered	-	873	O
at	-	886	O
a	-	889	O
dose	-	891	O
of	-	896	O
0	-	899	O
.	-	900	O
05	-	901	O
,	-	903	O
0	-	905	O
.	-	906	O
1	-	907	O
,	-	908	O
0	-	910	O
.	-	911	O
2	-	912	O
or	-	914	O
0	-	917	O
.	-	918	O
25	-	919	O
%	-	921	O
showed	-	923	O
a	-	930	O
dose	-	932	O
-	-	936	O
dependent	-	937	O
enhancing	-	947	O
effect	-	957	O
on	-	964	O
the	-	967	O
development	-	971	O
of	-	983	O
the	-	986	O
BHA	-	990	O
-	-	993	O
induced	-	994	O
epithelial	-	1002	B
hyperplasia	-	1013	I
.	-	1024	O

Tumors	3131282	1026	B
,	-	1032	O
all	-	1034	O
papillomas	-	1038	B
,	-	1048	O
were	-	1050	O
induced	-	1055	O
in	-	1063	O
3	-	1066	O
rats	-	1068	O
(	-	1073	O
17	-	1074	O
%	-	1076	O
)	-	1077	O
with	-	1079	O
0	-	1084	O
.	-	1085	O
25	-	1086	O
%	-	1088	O
RA	-	1090	O
and	-	1093	O
in	-	1097	O
one	-	1100	O
rat	-	1104	O
(	-	1108	O
10	-	1109	O
%	-	1111	O
)	-	1112	O
with	-	1114	O
0	-	1119	O
.	-	1120	O
05	-	1121	O
%	-	1123	O
RA	-	1125	O
co	-	1128	O
-	-	1130	O
administration	-	1131	O
.	-	1145	O

RA	3131282	1147	O
alone	-	1150	O
did	-	1156	O
not	-	1160	O
induce	-	1164	O
hyperplastic	-	1171	O
changes	-	1184	O
in	-	1192	O
the	-	1195	O
forestomach	-	1199	O
.	-	1210	O

These	3131282	1212	O
findings	-	1218	O
indicate	-	1227	O
that	-	1236	O
RA	-	1241	O
acted	-	1244	O
as	-	1250	O
a	-	1253	O
co	-	1255	O
-	-	1257	O
carcinogen	-	1258	O
in	-	1269	O
the	-	1272	O
BHA	-	1276	O
forestomach	-	1280	B
carcinogenesis	-	1292	I
of	-	1307	O
the	-	1310	O
rat	-	1314	O
.	-	1317	O

Ketanserin	3115150	0	O
pretreatment	-	11	O
reverses	-	24	O
alfentanil	-	33	O
-	-	43	O
induced	-	44	O
muscle	-	52	B
rigidity	-	59	I
.	-	67	O

Systemic	3115150	69	O
pretreatment	-	78	O
with	-	91	O
ketanserin	-	96	O
,	-	106	O
a	-	108	O
relatively	-	110	O
specific	-	121	O
type	-	130	O
-	-	134	O
2	-	135	O
serotonin	-	137	O
receptor	-	147	O
antagonist	-	156	O
,	-	166	O
significantly	-	168	O
attenuated	-	182	O
the	-	193	O
muscle	-	197	B
rigidity	-	204	I
produced	-	213	O
in	-	222	O
rats	-	225	O
by	-	230	O
the	-	233	O
potent	-	237	O
short	-	244	O
-	-	249	O
acting	-	250	O
opiate	-	257	O
agonist	-	264	O
alfentanil	-	272	O
.	-	282	O

Following	3115150	284	O
placement	-	294	O
of	-	304	O
subcutaneous	-	307	O
electrodes	-	320	O
in	-	331	O
each	-	334	O
animal	-	339	O
's	-	345	O
left	-	348	O
gastrocnemius	-	353	O
muscle	-	367	O
,	-	373	O
rigidity	-	375	B
was	-	384	O
assessed	-	388	O
by	-	397	O
analyzing	-	400	O
root	-	410	O
-	-	414	O
mean	-	415	O
-	-	419	O
square	-	420	O
electromyographic	-	427	O
activity	-	445	O
.	-	453	O

Intraperitoneal	3115150	455	O
ketanserin	-	471	O
administration	-	482	O
at	-	497	O
doses	-	500	O
of	-	506	O
0	-	509	O
.	-	510	O
63	-	511	O
and	-	514	O
2	-	518	O
.	-	519	O
5	-	520	O
mg	-	522	O
/	-	524	O
kg	-	525	O
prevented	-	528	O
the	-	538	O
alfentanil	-	542	O
-	-	552	O
induced	-	553	O
increase	-	561	O
in	-	570	O
electromyographic	-	573	O
activity	-	591	O
compared	-	600	O
with	-	609	O
animals	-	614	O
pretreated	-	622	O
with	-	633	O
saline	-	638	O
.	-	644	O

Chlordiazepoxide	3115150	646	O
at	-	663	O
doses	-	666	O
up	-	672	O
to	-	675	O
10	-	678	O
mg	-	681	O
/	-	683	O
kg	-	684	O
failed	-	687	O
to	-	694	O
significantly	-	697	O
influence	-	711	O
the	-	721	O
rigidity	-	725	B
produced	-	734	O
by	-	743	O
alfentanil	-	746	O
.	-	756	O

Despite	3115150	758	O
the	-	766	O
absence	-	770	O
of	-	778	O
rigidity	-	781	B
,	-	789	O
animals	-	791	O
that	-	799	O
received	-	804	O
ketanserin	-	813	O
(	-	824	O
greater	-	825	O
than	-	833	O
0	-	838	O
.	-	839	O
31	-	840	O
mg	-	843	O
/	-	845	O
kg	-	846	O
i	-	849	O
.	-	850	O
p	-	851	O
.	-	852	O
)	-	853	O
followed	-	855	O
by	-	864	O
alfentanil	-	867	O
were	-	878	O
motionless	-	883	O
,	-	893	O
flaccid	-	895	O
,	-	902	O
and	-	904	O
less	-	908	O
responsive	-	913	O
to	-	924	O
external	-	927	O
stimuli	-	936	O
than	-	944	O
were	-	949	O
animals	-	954	O
receiving	-	962	O
alfentanil	-	972	O
alone	-	983	O
.	-	988	O

Rats	3115150	990	O
that	-	995	O
received	-	1000	O
ketanserin	-	1009	O
and	-	1020	O
alfentanil	-	1024	O
exhibited	-	1035	O
less	-	1045	O
rearing	-	1050	O
and	-	1058	O
exploratory	-	1062	O
behavior	-	1074	O
at	-	1083	O
the	-	1086	O
end	-	1090	O
of	-	1094	O
the	-	1097	O
60	-	1101	O
-	-	1103	O
min	-	1104	O
recording	-	1108	O
period	-	1118	O
than	-	1125	O
did	-	1130	O
animals	-	1134	O
that	-	1142	O
received	-	1147	O
ketanserin	-	1156	O
alone	-	1167	O
.	-	1172	O

These	3115150	1174	O
results	-	1180	O
,	-	1187	O
in	-	1189	O
combination	-	1192	O
with	-	1204	O
previous	-	1209	O
work	-	1218	O
,	-	1222	O
suggest	-	1224	O
that	-	1232	O
muscle	-	1237	B
rigidity	-	1244	I
,	-	1252	O
a	-	1254	O
clinically	-	1256	O
relevant	-	1267	O
side	-	1276	O
-	-	1280	O
effect	-	1281	O
of	-	1288	O
parenteral	-	1291	O
narcotic	-	1302	O
administration	-	1311	O
,	-	1325	O
may	-	1327	O
be	-	1331	O
partly	-	1334	O
mediated	-	1341	O
via	-	1350	O
serotonergic	-	1354	O
pathways	-	1367	O
.	-	1375	O

Pretreatment	3115150	1377	O
with	-	1390	O
type	-	1395	O
-	-	1399	O
2	-	1400	O
serotonin	-	1402	O
antagonists	-	1412	O
may	-	1424	O
be	-	1428	O
clinically	-	1431	O
useful	-	1442	O
in	-	1449	O
attenuating	-	1452	O
opiate	-	1464	O
-	-	1470	O
induced	-	1471	O
rigidity	-	1479	B
,	-	1487	O
although	-	1489	O
further	-	1498	O
studies	-	1506	O
will	-	1514	O
be	-	1519	O
necessary	-	1522	O
to	-	1532	O
assess	-	1535	O
the	-	1542	O
interaction	-	1546	O
of	-	1558	O
possibly	-	1561	O
enhanced	-	1570	O
CNS	-	1579	O
,	-	1582	O
cardiovascular	-	1584	B
,	-	1598	I
and	-	1600	I
respiratory	-	1604	I
depression	-	1616	I
.	-	1626	O

Glycopyrronium	2917114	0	O
requirements	-	15	O
for	-	28	O
antagonism	-	32	O
of	-	43	O
the	-	46	O
muscarinic	-	50	O
side	-	61	O
effects	-	66	O
of	-	74	O
edrophonium	-	77	O
.	-	88	O

We	2917114	90	O
have	-	93	O
compared	-	98	O
,	-	106	O
in	-	108	O
60	-	111	O
adult	-	114	O
patients	-	120	O
,	-	128	O
the	-	130	O
cardiovascular	-	134	O
effects	-	149	O
of	-	157	O
glycopyrronium	-	160	O
5	-	175	O
micrograms	-	177	O
kg	-	188	O
-	-	190	O
1	-	191	O
and	-	193	O
10	-	197	O
micrograms	-	200	O
kg	-	211	O
-	-	213	O
1	-	214	O
given	-	216	O
either	-	222	O
simultaneously	-	229	O
or	-	244	O
1	-	247	O
min	-	249	O
before	-	253	O
edrophonium	-	260	O
1	-	272	O
mg	-	274	O
kg	-	277	O
-	-	279	O
1	-	280	O
.	-	281	O

Significant	2917114	283	O
differences	-	295	O
between	-	307	O
the	-	315	O
four	-	319	O
groups	-	324	O
were	-	331	O
detected	-	336	O
(	-	345	O
P	-	346	O
less	-	348	O
than	-	353	O
0	-	358	O
.	-	359	O
001	-	360	O
)	-	363	O
.	-	364	O

Both	2917114	366	O
groups	-	371	O
receiving	-	378	O
10	-	388	O
micrograms	-	391	O
kg	-	402	O
-	-	404	O
1	-	405	O
showed	-	407	O
increases	-	414	O
in	-	424	O
heart	-	427	O
rate	-	433	O
of	-	438	O
up	-	441	O
to	-	444	O
30	-	447	O
beat	-	450	O
min	-	455	O
-	-	458	O
1	-	459	O
(	-	461	O
95	-	462	O
%	-	464	O
confidence	-	466	O
limits	-	477	O
28	-	484	O
-	-	486	O
32	-	487	O
beat	-	490	O
min	-	495	O
-	-	498	O
1	-	499	O
)	-	500	O
.	-	501	O

Use	2917114	503	O
of	-	507	O
glycopyrronium	-	510	O
5	-	525	O
micrograms	-	527	O

kg	2917114	538	O
-	-	540	O
1	-	541	O
provided	-	543	O
greater	-	552	O
cardiovascular	-	560	O
stability	-	575	O
and	-	585	O
,	-	588	O
given	-	590	O
1	-	596	O
min	-	598	O
before	-	602	O
the	-	609	O
edrophonium	-	613	O
,	-	624	O
was	-	626	O
sufficient	-	630	O
to	-	641	O
minimize	-	644	O
early	-	653	O
,	-	658	O
edrophonium	-	660	O
-	-	671	O
induced	-	672	O
bradycardias	-	680	B
.	-	692	O

This	2917114	694	O
low	-	699	O
dose	-	703	O
of	-	708	O
glycopyrronium	-	711	O
provided	-	726	O
good	-	735	O
control	-	740	O
of	-	748	O
oropharyngeal	-	751	O
secretions	-	765	O
.	-	775	O

Involvement	2564649	0	O
of	-	12	O
locus	-	15	O
coeruleus	-	21	O
and	-	31	O
noradrenergic	-	35	O
neurotransmission	-	49	O
in	-	67	O
fentanyl	-	70	O
-	-	78	O
induced	-	79	O
muscular	-	87	B
rigidity	-	96	I
in	-	105	O
the	-	108	O
rat	-	112	O
.	-	115	O

Whereas	2564649	117	O
muscular	-	125	B
rigidity	-	134	I
is	-	143	O
a	-	146	O
well	-	148	O
-	-	152	O
known	-	153	O
side	-	159	O
effect	-	164	O
that	-	171	O
is	-	176	O
associated	-	179	O
with	-	190	O
high	-	195	O
-	-	199	O
dose	-	200	O
fentanyl	-	205	O
anesthesia	-	214	O
,	-	224	O
a	-	226	O
paucity	-	228	O
of	-	236	O
information	-	239	O
exists	-	251	O
with	-	258	O
regard	-	263	O
to	-	270	O
its	-	273	O
underlying	-	277	O
mechanism	-	288	O
(	-	297	O
s	-	298	O
)	-	299	O
.	-	300	O

We	2564649	302	O
investigated	-	305	O
in	-	318	O
this	-	321	O
study	-	326	O
the	-	332	O
possible	-	336	O
engagement	-	345	O
of	-	356	O
locus	-	359	O
coeruleus	-	365	O
of	-	375	O
the	-	378	O
pons	-	382	O
in	-	387	O
this	-	390	O
phenomenon	-	395	O
,	-	405	O
using	-	407	O
male	-	413	O
Sprague	-	418	O
-	-	425	O
Dawley	-	426	O
rats	-	433	O
anesthetized	-	438	O
with	-	451	O
ketamine	-	456	O
.	-	464	O

Under	2564649	466	O
